planet_name,orbital_period,semi_major_axis,planet_mass,planet_radius,stellar_mass,stellar_temp,equilibrium_temp,eccentricity,discovery_method
TOI-269 b,3.6977104,0.0345,8.8,2.77,0.3917,3514,531,0.425,Transit
CFHTWIR-Oph 98 b,8040000,200,2479.0615746,20.8487041,0.0147,2320,1800,NA,Imaging
NGTS-15 b,3.27623,0.0441,238.68913366,12.32987877,0.995,5600,1146,0,Transit
NGTS-16 b,4.84532,0.0523,211.99154747,14.57167491,1.002,5550,1177,0,Transit
NGTS-17 b,3.24253,0.0391,242.82090295,13.89913607,1.025,5650,1457,0,Transit
NGTS-18 b,3.05125,0.0448,129.99181846,13.56286665,1.003,5610,1381,0,Transit
Kepler-1704 b,988.88112,2.027,1322.16617312,11.94877343,1.132,5746,253.8,0.92,Transit
TOI-674 b,1.977143,0.025,23.6,5.25,0.42,3514,635,0,Transit
TOI-1685 b,0.66913923,0.01164,3.07,1.421,0.466,3470,1000,NA,Transit
HAT-P-58 b,4.0138379,0.04994,118.2321674,14.93036229,1.031,6078,1622,0.073,Transit
HAT-P-59 b,4.1419771,0.05064,489.45574678,12.58768533,1.008,5678,1277.8,0.03,Transit
HAT-P-60 b,4.7947813,0.06277,182.43350562,18.28184752,1.435,6212,1772,0.25,Transit
HAT-P-61 b,1.90231289,0.0301,335.9446262,10.07687365,1.004,5587,1505,0.113,Transit
HAT-P-62 b,2.6453235,0.03772,241.86741773,12.02723629,1.023,5629,1512,0.101,Transit
HAT-P-63 b,3.377728,0.04294,195.1466419,12.5428494,0.925,5400,1237,0.069,Transit
HAT-P-64 b,4.007232,0.05387,184.34047606,19.08889413,1.298,6457,1766,0.101,Transit
TOI-1259 A b,3.477978,0.0407,140.16232749,11.45557828,0.744,4775,963,0,Transit
TOI-1260 b,3.127463,0.0367,8.56,2.41,0.679,4227,871,0,Transit
TOI-1260 c,7.493134,0.0657,13.2,2.76,0.679,4227,651,0,Transit
TOI-1634 b,0.9893455,NA,7.57,1.773,0.451,3472,NA,0,Transit
TOI-1749 b,2.38839,0.0291,57,1.39,0.58,3985,831,0.14,Transit
TOI-1749 c,4.4929,0.0443,14,2.12,0.58,3985,673,0.019,Transit
TOI-1749 d,9.0497,0.0707,15,2.52,0.58,3985,533,0.062,Transit
TOI-1807 b,0.54937097,0.0122,2.44,1.49681583,0.8048,4914,1694.1,0,Transit
TOI-2076 c,21.015327,0.142,55,3.69441587,0.8557,5192,543.16,0,Transit
TOI-2076 d,35.125686,0.199,29,3.43087751,0.8557,5192,457.68,0,Transit
TOI-532 b,2.3266508,0.0296,61.5,5.82,0.639,3927,867,0,Transit
TOI-431 b,0.490047,0.0113,3.07,1.28,0.78,4850,1862,0,Transit
TOI-431 d,12.46103,0.098,9.9,3.29,0.78,4850,633,0,Transit
TOI-1062 b,4.11296,0.052,10.15,2.265,0.94,5328,1077,0.177,Transit
TOI-2406 b,3.0766891,0.02267,15.6,2.86,0.166,3100,449,0.17,Transit
TOI-1278 b,14.47567,0.095,5879.8255295,12.21778896,0.54,3799,NA,0.013,Transit
AU Mic c,18.859023,0.119,14.46,2.79,0.635,3540,424.7,0.18,Transit
COCONUTS-2 b,NA,NA,2542.627256,12.44196858,0.37,3406,NA,NA,Imaging
TOI-2202 b,11.9126075,NA,287.31687993,10.951174139999999,0.841,5169,NA,0.022,Transit
TOI-1431 b,2.650237,0.046,991.62462984,16.70138124,1.9,7690,2370,0.0022,Transit
TOI-1789 b,3.208664,0.04882,222.4798849,16.14093221,1.507,5991,1927,NA,Transit
TOI-3362 b,18.09547,0.153,1598.3590588,12.80065596,1.445,6532,NA,0.815,Transit
TOI-558 b,14.574071,0.1291,1147.36054927,12.17295304,1.349,6466,1061,0.298,Transit
TOI-559 b,6.9839095,0.0723,1910.14872607,12.22899794,1.026,5925,1180,0.151,Transit
TIC 257060897 b,3.66003639,0.04922,201.50321004,17.26183028,1.187,5993,1775,0.039,Transit
TOI-1296 b,3.9443736,0.051,95.3,14.11645916,1.1576,5567,1414.84,0,Transit
TOI-1298 b,4.537143,0.057,99,9.65807033,1.2187,5752,1278,0,Transit
TOI-530 b,6.387597,0.052,127.1313628,9.30345398,0.53,3659,565,0,Transit
HD 63935 b,9.058807,0.083,10.5,2.91575244,0.9406,5513,825.22,0,Transit
HD 63935 c,21.4027,0.148,11.1,3.06451296,0.9406,5513,619.59,0,Radial Velocity
GPX-1 b,1.744579,0.0338,6261.2196179,16.47720163,1.68,7000,2300,0,Transit
TOI-1201 b,2.4919863,0.0287,6.28,2.415,0.512,3476,703,0,Transit
TOI-1518 b,1.90261131,0.03712,581.62598481,21.05046575,1.88,7299,2546,NA,Transit
EPIC 201595106 b,0.87724,0.0177,7.67,1.565,0.958,5679,2038,0,Transit
TIC 172900988 b,200.452,0.90281,942,11.25,1.2384,6050,NA,0.0271,Transit
HD 137496 b,1.62116,0.02732,4.04,1.31,1.04,5799,2130,0,Transit
HD 207897 b,16.20166,0.117,14.8,2.34302132,0.8208,5106,581.75,0,Transit
HIP 97166 b,10.288914,0.091,19.1,2.4801338,0.9342,5216,701.66,0.29,Transit
Kepler-1876 b,6.99205,0.0758,2.4,0.853,1.187,6104,1299,0.098,Transit
GJ 367 b,0.3219225,0.00709,0.633,0.699,0.455,3522,1365,0.06,Transit
KOI-4777.01,0.412,0.008,99.2,0.51,0.41,3515,1180,0,Transit
HATS-74 A b,1.73185606,0.02384,464.02947422,11.56766808,0.601,3776.9,895.1,0.044,Transit
HATS-75 b,2.7886556,0.032742,156.05374784,9.90873894,0.6017,3790.4,772.3,0.064,Transit
HATS-76 b,1.9416423,0.02658,835.570882,12.09449018,0.662,4016,939.8,0.062,Transit
HATS-77 b,3.0876262,0.03607,436.69623122,13.05846252,0.655,4071,828.3,0.045,Transit
GJ 3929 b,2.616235,0.0252,1.75,1.09,0.313,3384,568,0,Transit
TOI-1759 b,18.85019,0.1177,10.8,3.14,0.606,4065,443,0,Transit
TOI-2184 b,6.90683,NA,206.58846455,11.39953337,1.53,5966,NA,0.08,Transit
Kepler-1972 b,7.54425,NA,2.02,0.802,1.12,5818,NA,0.067,Transit
Kepler-1972 c,11.3295,NA,2.11,0.868,1.12,5818,NA,0.043,Transit
BD+60 1417 b,NA,1662,4767.426105,14.68376472,1,4993,1303,NA,Imaging
Kepler-1708 b,737.1131,1.64,1462.0106722,9.96,1.088,6157,NA,0.4,Transit
Kepler-1705 b,9.03502,NA,4.47,2.03,1.139,6312,NA,0.033,Transit
Kepler-1705 c,11.28,NA,5.42,2.05,1.139,6312,NA,0.028,Transit
TOI-2180 b,260.79,0.828,875.61726129,11.32107051,1.111,5695,348,0.3683,Transit
TOI-1064 b,6.443868,0.06152,13.5,2.587,0.748,4734,784,0.047,Transit
TOI-1064 c,12.226574,0.09429,2.5,2.651,0.748,4734,634,0.088,Transit
TOI-2337 b,2.99432,NA,508.5254512,10.08808263,1.325,4780,NA,0.019,Transit
TOI-4329 b,2.9223,NA,143.02278315,16.81347105,1.538,6000,NA,0.068,Transit
TOI-2669 b,6.2034,NA,193.87532827,19.72780603,1.19,4800,NA,0.09,Transit
TOI-500 b,0.548177,0.01189,1.42,1.166,0.74,4440,1617,0.063,Transit
TOI-544 b,1.548352,0.0225,2.89,2.018,0.631,4169,999,0,Transit
TOI-1075 b,0.6047328,0.01159,9.95,1.791,0.604,3875,1323,0,Transit
TOI-1411 b,1.4520527,0.02122,2,1.19880592,0.6045,4115,976.4,0,Transit
TOI-1268 b,8.1577094,0.0711,96.4,9.1,0.96,5300,918.9,0.105,Transit
LTT 1445 A c,3.1239035,0.02661,1.54,1.147,0.257,3340,508,0.223,Transit
TOI-2109 b,0.67247414,0.01791,1595.4986031399999,15.098497,1.453,6540,3646,NA,Transit
TOI-1842 b,9.5739181,0.1,89.4,12.3485023,1.4643,6039,1199.55,0.276,Transit
WASP-189 b,2.724033,0.05053,632.47852993,18.14733975,2.03,8000,3353,0,Transit
HD 73583 b,6.398042,0.0604,10.2,2.79,0.73,4511,714,0.09,Transit
HD 73583 c,18.87974,0.1242,9.7,2.39,0.73,4511,498,0.08,Transit
TOI-1670 b,10.98462,0.103,41.31769291,2.06,1.21,6170,1062,0.59,Transit
TOI-1670 c,40.74976,0.249,200.23189641,11.06326395,1.21,6170,684,0.09,Transit
TOI-1696 b,2.500311,0.0229,48.8,3.09,0.255,3185,489,NA,Transit
TOI-2136 b,7.851928,0.057,6.37,2.19,0.34,3342,395,0,Transit
TOI-1246 b,4.30744,0.049,8.1,3.01,0.87,5151,955,NA,Transit
TOI-1246 c,5.904137,0.061,9.1,2.45109846,0.8889,5213,862.49,0,Transit
TOI-1246 d,18.654874,0.132,5.4,3.43139739,0.8889,5213,587.77,0,Transit
TOI-1246 e,37.92548,0.212,14.5,3.5141875,0.8889,5213,463.98,0,Transit
HIP 94235 b,7.713057,0.0787,379,3,1.094,5991,1060,0.32,Transit
TOI-1710 b,24.283377,0.166,22.4,5.20315158,1.0258,5684,602.99,0,Transit
TOI-1181 b,2.103189,NA,374.71969185,17.02644168,1.467,6054,NA,0.011,Transit
TOI-1516 b,2.056014,NA,1004.33776612,15.24421375,1.14,6520,NA,NA,Transit
TOI-2046 b,1.4971842,NA,731.0053361,16.14093221,1.13,6250,NA,NA,Transit
WASP-132 c,1.01153624,0.01833,6.26,1.841,0.789,4686,1329,0,Transit
TOI-1272 b,3.31599,0.0417,27,4.13204907,0.8772,5065,975,0.35,Transit
HD 260655 b,2.76953,0.02933,2.14,1.24,0.439,3803,709,0.039,Transit
HD 260655 c,5.70588,0.04749,3.09,1.533,0.439,3803,557,0.038,Transit
TOI-3714 b,2.154849,0.027,222.4798849,11.32107051,0.53,3660,750,0.03,Transit
TOI-3629 b,3.936551,0.043,82.63538582,8.29464572,0.63,3870,690,0.05,Transit
TOI-1422 b,12.99894,0.107,9.5,3.83,NA,NA,870,0.2,Transit
HD 28109 b,22.891054,NA,6.2,2.69,1.227,6189,867,0.0071,Transit
HD 28109 c,55.99712,NA,9.2,4.13,1.227,6189,643,0.0039,Transit
HD 28109 d,84.2899,NA,5.8,3.11,1.227,6189,561,0.0054,Transit
TOI-5153 b,20.33003,0.158,1036.12060682,11.88151954,1.24,6300,906,0.091,Transit
NGTS-20 b,54.18915,0.313,947.12865286,11.99360935,1.47,5980,688,0.432,Transit
Gaia-1 b,3.052524,0.04047,533.95172376,13.77583728,0.949,5470,NA,NA,Transit
Gaia-2 b,3.6915224,0.0467,259.66580852,14.81827249,1,5720,NA,NA,Transit
TOI-1107 b,4.0782387,0.0561,1064.72516345,14.57167491,1.35,6311,1728,0.025,Transit
CoRoT-35 b,3.22748,0.0429,349.6112477,18.83108758,1.01,6390,1747,0,Transit
CoRoT-36 b,5.616531,0.066,216.12331676,15.80466279,1.32,6730,1567,0,Transit
HD 93963 A b,1.0376109,0.02061,2.8,1.46954368,1.0844,5908,1842.23,0,Transit
HD 93963 A c,3.6451389,0.04726,18.4,3.11976057,1.0844,5908,1212.45,0,Transit
TOI-1452 b,11.06201,0.061,4.82,1.672,0.249,3185,326,0,Transit
TOI-2193 A b,2.1225735,0.03319,298.75870258,19.83989584,1.082,5966,1763,0,Transit
TOI-2207 b,8.001968,0.0854,203.41018048,11.1529358,1.296,6101,1259,0.174,Transit
TOI-2236 b,3.5315902,0.05009,502.16888306,14.36991326,1.343,6248,1688,0,Transit
TOI-2421 b,4.3474032,0.0543,105.83685953,10.36830715,1.131,5607,1534,0,Transit
TOI-2567 b,5.983944,0.0672,63.88350981,10.92875618,1.13,5611,1352,0,Transit
TOI-2570 b,2.9887615,0.04145,260.61929374,13.64132951,1.063,5771,1431,0,Transit
TOI-3331 A b,2.0180231,0.03144,721.47048389,12.97999965,1.016,5609,1488,0,Transit
TOI-3540 A b,3.119999,0.04289,375.03752026,23.53885947,1.081,5810,1498,0,Transit
TOI-3693 b,9.088516,0.0813,324.18497514,12.59889431,0.867,5321,801,0,Transit
TOI-4137 b,3.8016122,0.05222,457.67290608,13.57407563,1.313,6202,1570,0,Transit
TOI-2196 b,1.1947268,0.02234,26,3.51,1.032,5634,1860,0,Transit
TOI-3757 b,3.438753,0.03845,85.3,12,0.64,3913,759,0.14,Transit
GJ 3090 b,2.85310198,0.0316,4.52,2.18,0.519,3707,723,0.25,Transit
LP 890-9 b,2.7299025,0.01875,13.2,1.32,0.118,2850,396,NA,Transit
LP 890-9 c,8.457463,0.03984,25.3,1.367,0.118,2850,272,NA,Transit
TOI-1820 b,4.860674,0.061,731.0053361,12.778238,1.04,5734,1375,0.043,Transit
TOI-2025 b,8.8720982,0.0892,1144.1822652,11.89272852,1.199,5977,1166,0.394,Transit
TOI-2158 b,8.60077,0.075,260.61929374,10.76062147,1.12,5673,1188,0.07,Transit
HD 23472 d,3.97664,0.04298,0.55,0.75,0.67,4684,909,0.07,Transit
HD 23472 e,7.90754,0.068,0.72,0.818,0.67,4684,723,0.07,Transit
HD 23472 f,12.1621839,0.0906,0.77,1.137,0.67,4684,630,0.07,Transit
TOI-5398 b,10.590547,0.098,58.7,10.3,1.146,6000,947,0.13,Transit
TOI-5542 b,75.12375,0.332,419.53349724,11.30986153,0.89,5700,441,0.018,Transit
TOI-411 b,4.040295,0.05727,13.71,1.362,1.098,6169,1241,NA,Transit
TOI-411 c,9.573083,0.1017,9.72,2.328,1.098,6169,931,NA,Transit
HD 206893 b,9350,9.6,8899.195396,14.01122587,1.32,NA,1429.2,0.14,Imaging
TOI-1468 c,15.532477,0.08608,4.1,2.126,0.3527,3376,338.1,0.111,Transit
TOI-1468 b,1.8805201,0.02107,3.04,1.401,0.3527,3376,683.5,0.0099,Transit
HD 18599 b,4.1374354,0.048,24.1,2.6,0.863,5145,NA,0.34,Transit
TOI-3884 b,4.5445828,0.0361,32.59,6.43,0.298,3180,441,0.06,Transit
TOI-969 b,1.8237305,0.02636,9.1,2.765,0.734,4435,941,NA,Transit
NGTS-21 b,1.5433897,0.0236,750.07504052,14.90794433,0.72,4660,1357,0,Transit
NGTS-23 b,4.0764326,0.0504,194.82881349,14.20177855,1.01,6057,1327,0,Transit
NGTS-24 b,3.4678796,0.0479,165.27077164,13.60770257,1.26,5820,1499,0,Transit
NGTS-25 b,2.823093,0.0388,203.09235207,11.46678726,0.91,5321,1101,0,Transit
TOI-1288 b,2.6998279,0.0374,44.1,4.96846551,0.9552,5388,1203.44,0,Transit
HD 20329 b,0.926118,0.018,7.42,1.72,0.9,5596,2141,0,Transit
HD 206893 c,2090,3.53,4036.4207689,16.36511182,1.32,NA,1181.9,0.41,Imaging
TOI-1695 b,3.1342791,0.033548,6.36,1.9,0.513,3690,698,0.097,Transit
HD 114082 b,109.75,0.5109,2542.627256,11.2089807,1.47,6651,NA,0.395,Radial Velocity
TOI-1260 d,16.608164,0.1116,11.84,3.12,0.679,4227,499,0,Transit
TOI-4582 b,31.034,NA,168.44905571,10.53644186,1.34,5190,NA,0.51,Transit
TOI-1694 b,3.770107,0.045,31.3,5.3422266,0.853,5058,943.19,0,Transit
TOI-4342 b,5.5382592,0.0519,7.3,2.329,0.587,3866,639,0,Transit
TOI-4342 c,10.688662,0.0804,4.8,2.349,0.587,3866,514,0,Transit
TOI-2525 b,23.2856,0.1511,26.69758619,8.67575106,0.849,5096,NA,0.17,Transit
TOI-2525 c,49.2519,0.249,208.8132634,10.13291855,0.849,5096,NA,0.157,Transit
TOI-3235 b,2.59261842,0.02709,211.35589065,11.39953337,0.3939,3388.8,604,0.029,Transit
TOI-836 b,3.81673,0.0422,4.53,1.704,0.678,4552,871,0.053,Transit
TOI-836.01,8.59545,0.075,9.6,2.587,0.678,4552,665,0.078,Transit
TOI-1937 A b,0.94667944,0.01932,638.83509807,13.97759893,1.072,5814,2097,0,Transit
TOI-2364 b,4.0197517,0.04871,71.51139158,8.60849718,0.954,5306,1091,0,Transit
TOI-2583 A b,4.5207265,0.0571,79.45710175,14.4595851,1.215,5936,1456,0,Transit
TOI-2587 A b,5.45664,0.0635,69.28659273,12.07207221,1.15,5760,1445,0,Transit
TOI-2796 b,4.8084983,0.0569,139.84449908,17.26183028,1.063,5764,1205,0,Transit
TOI-2803 A b,1.96229325,0.03185,309.88269682,18.11371281,1.118,6280,1893,0,Transit
TOI-2818 b,4.039709,0.0493,225.65816897,15.27784069,0.977,5721,1376,0,Transit
TOI-2842 b,3.5514058,0.0475,117.59651059,12.84549188,1.135,5910,1471,0,Transit
TOI-2977 b,2.3505614,0.03386,533.95172376,13.15934334,0.936,5691,1544,0,Transit
TOI-3023 b,3.9014971,0.0505,197.05361234,16.43236571,1.12,5760,1596,0,Transit
TOI-3364 b,5.8768918,0.0675,530.77343969,12.22899794,1.186,5706,1264,0,Transit
TOI-3688 A b,3.246075,0.0456,311.47183886,13.08088048,1.199,5950,1534,0,Transit
TOI-3807 b,2.8989727,0.0421,330.54154328,18.49481816,1.181,5772,1646,0,Transit
TOI-3819 b,3.2443141,0.04611,352.78953177,13.13692538,1.242,5859,1633,0,Transit
TOI-3912 b,3.4936264,0.0463,129.03833324,14.28024141,1.088,5725,1512,0,Transit
TOI-3976 A b,6.607662,0.0743,55.61997123,12.27383387,1.254,5975,1295,0,Transit
TOI-4087 b,3.1774835,0.04469,232.01473711,13.04725353,1.178,6060,1458,0,Transit
TOI-4145 A b,4.0664428,0.04823,136.66621501,13.30506009,0.905,5281,1074,0,Transit
TOI-4463 A b,2.8807198,0.04036,252.35575516,13.26022417,1.056,5640,1395,0,Transit
TOI-4791 b,4.28088,0.0555,734.18362017,12.44196858,1.242,6058,1472,0,Transit
TOI-181 b,4.532,0.053900000000000003,46.1687,6.9559,0.822,4994,895.1,0.1543,Transit
TIC 279401253 b,76.8,0.369,1951.46641898,11.2089807,1.13,5951,NA,0.448,Transit
TOI-561 d,25.71268,0.1587,13.33,2.615,0.806,NA,600,0.111,Transit
TOI-561 e,77.144,0.33,12.4,2.517,0.806,NA,416,0.074,Transit
TOI-5205 b,1.630757,0.0199,343,11.6,0.392,3430,737,0.02,Transit
TOI-1811 b,3.7130765,0.04389,308.9292116,11.14172682,0.817,4766,962.2,0.052,Transit
TOI-2145 b,10.261128,0.1117,1805.26535176,12.24020692,1.71,6206,NA,0.214,Transit
TOI-2152 A b,3.3773512,0.05064,899.45439181,14.35870428,1.516,6630,1802,0.057,Transit
TOI-2154 b,3.8240801,0.0513,292.40213444,16.28664896,1.233,6280,1580,0.117,Transit
TOI-2497 b,10.655669,0.1166,1531.93292174,11.14172682,1.859,7360,1595,0.195,Transit
TOI-4603 b,7.24599,0.0888,4096.80816623,11.67975789,1.765,6264,1677,0.325,Transit
K2-415 b,4.0179694,0.027,7.5,1.015,0.1635,3173,412.4,NA,Transit
TOI-4406 b,30.08364,0.201,95.3485221,11.2089807,1.19,6219,904,0.15,Transit
TOI-2338 b,22.65398,0.158,1900.61387386,11.2089807,0.99,5581,799,0.676,Transit
TOI-2589 b,61.6277,0.3,1112.3994245,12.10569916,0.93,5579,592,0.522,Transit
TOI-733 b,4.884765,0.0618,5.72,1.992,0.956,5585,1055.8,0.046,Transit
EPIC 229004835 b,16.141132,0.1237,10.4,2.332,0.97,5868,804,0.23,Transit
TOI-778 b,4.633611,0.06,878,15.4,1.4,6643,1561,0.21,Transit
TOI-1221 b,91.68278,0.387,1112.3994245,2.91,0.93,5592,440,0.21,Transit
TOI-244 b,7.397225,0.0559,2.68,1.52,0.428,3433,458,NA,Transit
LP 791-18 d,2.75485,0.01992,0.91,1.032,0.139,2960,NA,0.0011,Transit
HD 207496 b,6.441008,0.0629,6.1,2.25,0.8,4819,743,0.231,Transit
TOI-4127 b,56.39879,0.3081,731.0053361,12.28504285,1.23,6096,605.1,0.7471,Transit
TOI-5678 b,47.73022,0.249,20,4.91,0.905,5485,513,0.14,Transit
TOI-2498 b,3.738252,0.0491,34.62,6.06,1.12,5905,1443,0.089,Transit
TOI-1416 b,1.0697568,0.019,3.48,1.62,0.798,4884,1517,0,Transit
K2-416 b,13.102,0.088,1652.7077164,2.66,0.548,3746,447,NA,Transit
K2-417 b,6.535,0.063,699.2224954,3.31,0.569,3861,558,NA,Transit
TOI-615 b,4.6615983,0.0678,138.25535705,18.97680433,1.449,6850,1666,0.39,Transit
TOI-622 b,6.402513,0.0708,96.30200732,9.2362001,1.313,6400,1388,0.42,Transit
TOI-2641 b,4.880974,0.0607,122.6817651,18.10250383,1.16,6100,1387,0.18,Transit
HD 235088 b,7.4341325,0.0706,4.15,1.982,0.849,5075,NA,0,Transit
WASP-193 b,6.2463475,0.0668,35.59678158,14.78464554,1.018,6080,1250,0.081,Transit
TOI-2000 b,3.09833,0.04271,11,2.7,1.082,5611,1488,0,Transit
TOI-2000 c,9.127055,0.0878,81.7,8.14,1.082,5611,1038,0.063,Transit
TOI-784 b,2.7970365,0.038,9.67,1.93,0.91,5558,NA,0,Transit
HIP 9618 b,20.772858,0.145,8.3,3.82838127,0.942,5649,640.88,0,Transit
HIP 9618 c,52.56363,0.269,7,3.42855926,0.942,5649,470.31,0,Transit
TOI-2018 b,7.435583,NA,9.2,2.268,0.57,4174,NA,0,Transit
TOI-3785 b,4.6747373,0.043,14.95,5.14,0.52,3576,582,0.11,Transit
TOI-4010 b,1.348335,0.0229,11,3.02,0.88,4960,1441,0.03,Transit
TOI-4010 c,5.414654,0.058,20.31,5.93,0.88,4960,907,0.03,Transit
TOI-4010 d,14.70886,0.113,38.15,6.18,0.88,4960,650,0.07,Transit
WASP-84 c,1.4468849,0.02359,15.2,1.95,0.853,NA,1329,NA,Transit
TOI-908 b,3.183792,0.041657,16.137,3.186,0.95,5626,1317,0.132,Transit
HD 22946 d,47.42489,0.2958,26.57,2.607,1.098,6169,546,NA,Transit
TOI-3984 A b,4.353326,0.041,44,7.9,0.49,3476,563,0.23,Transit
TOI-5293 A b,2.930289,0.034,170.4,11.9,0.54,3586,675,0.38,Transit
TOI-1470 b,2.527093,0.0285,7.32,2.18,0.471,3709,734,0.3,Transit
TOI-1470 c,18.08816,0.106,7.24,2.47,0.471,3709,373,0.5,Transit
TOI-1052 b,9.139703,0.09103,16.9,2.87,1.204,6146,1135,0.18,Transit
TOI-2095 b,17.66484,0.101,4.1,1.25,0.44,3759,347,0,Transit
TOI-2095 c,28.17232,0.137,7.4,1.33,0.44,3759,297,0,Transit
TOI-4860 b,1.5227591,0.01808,86.7,8.7,0.34,3260,694,0.008,Transit
TOI-332 b,0.777038,0.0159,57.2,3.2,0.88,5251,1871,0,Transit
TOI-469.01,13.6308205,0.111,9.1,3.41,0.901,5289,716,NA,Transit
HIP 29442 c,3.5379559,0.04518,4.5,1.551,0.901,5289,1123,NA,Radial Velocity
HIP 29442 d,6.429575,0.0673,5.14,1.538,0.901,5289,920,NA,Radial Velocity
TOI-199 b,104.854,0.4254,54.03082919,9.07927437,0.936,5255,NA,0.09,Transit
TOI-4600 b,82.6869,0.349,959.84178914,6.8,0.89,5170,347,0.25,Transit
TOI-4600 c,482.8191,1.152,2946.26933289,9.42,0.89,5170,191,0.21,Transit
TOI-4201 b,3.5819194,0.04,788.21444936,13.67495645,0.61,3794,725,0.041,Transit
TOI-1408 b,4.42587,0.05778,593,25,1.312,6117,NA,0.0023,Transit
TOI-858 B b,3.2797178,0.04435,349.6112477,14.06727078,1.081,5842,1529,0.15,Transit
TOI-1853 b,1.2436258,0.0213,73.2,3.46,0.837,4985,1479,0.03,Transit
TOI-1194 b,2.3106446,0.034,120,8.71664516,0.9835,5394,1264.29,0,Transit
TOI-5344 b,3.792622,0.04041,130.94530368,10.60369574,0.612,3747,689,0.054,Transit
TOI-1420 b,6.9561063,0.071,25.1,11.89,0.987,5510,957,0.17,Transit
TOI-5398 c,4.77271,0.057,11.8,3.52,1.146,6000,1242,0.14,Transit
TOI-1801 b,10.64387,NA,5.738,2.079,0.556,3863,493.7,0,Transit
HD 110067 b,9.113678,0.0793,5.69,2.2,0.798,5266,800,NA,Transit
HD 110067 c,13.673694,0.1039,6.3,2.388,0.798,5266,699,NA,Transit
HD 110067 d,20.519617,0.1362,8.52,2.852,0.798,5266,602,NA,Transit
HD 110067 e,30.793091,0.1785,3.9,1.94,0.798,5266,533,NA,Transit
HD 110067 f,41.05854,0.2163,5.04,2.601,0.798,5266,489,NA,Transit
HD 110067 g,54.76992,0.2621,8.4,2.607,0.798,5266,440,NA,Transit
HD 88986 b,146.05,0.58,17.2,2.49,1.25,5861,460,0.24,Radial Velocity
TOI-2134 b,9.2292005,0.078,9.13,2.69,0.744,4580,666,0.06,Transit
TOI-2134 c,95.5,0.371,41.89,7.27,0.744,4580,306,0.67,Transit
TOI-2010 b,141.834025,0.5516,408.7273314,11.81426566,1.112,5929,400.2,0.212,Transit
TOI-2373 b,13.33668,0.112,2955.8041851,10.42435205,1.041,5651,860,0.112,Transit
TOI-2416 b,8.275479,0.0831,953.485221,9.86390302,1.118,5808,1080,0.32,Transit
TOI-2524 b,7.18585,0.073,203.41018048,11.2089807,1.007,5831,1100,0,Transit
GJ 806 b,0.9263237,0.01406,1.9,1.331,0.413,3600,940,NA,Transit
TOI-4641 b,22.09341,0.173,1229.99593509,8.18255591,1.41,6560,NA,0.074,Transit
TOI-1736 b,7.073076,0.073,12.3,3.18175535,1.0373000000000001,5636,1099.79,0,Transit
TOI-2141 b,18.261608,0.1322,20.1,3.147,0.896,5635,728,NA,Transit
TOI-4377 b,4.378081,0.0579,304.1617855,15.10970598,1.36,4974,NA,0.045,Transit
TOI-4551 b,9.95581,0.0994,473.56432643,11.85910158,1.31,4896,NA,0.101,Transit
Wolf 327 b,0.5734745,0.01,2.53,1.24,0.405,3542,996,0,Transit
TOI-1751 b,37.46852,0.215,19.5,2.9507845,0.9382,5970,651.64,0.327,Transit
TOI-1386 b,25.8401,0.173,45.8,6.2163865,1.0363,5735,615.03,0,Transit
Kepler-139 d,7.305699922,0.0755533961,4.65807623,1.695,1.078,NA,NA,0,Transit
TOI-238 b,1.273099,0.0212,3.37,1.559,0.781,5059,1378,NA,Transit
TOI-238 c,8.465651,0.0749,6.7,2.18,0.79,5059,696,0.36,Radial Velocity
TOI-1994 b,4.0337142,0.0613,7024.0077947,13.67495645,1.86,7700,2290,0.341,Transit
TOI-1347 b,0.84742346,NA,11.1,1.8,0.913,5464,1400,0,Transit
TOI-1347 c,4.841962,NA,6.4,1.6,0.913,5464,1000,0,Transit
TOI-1199 b,3.671463,0.04988,75.96098927,10.5140239,1.23,5710,1486,0.03,Transit
TOI-1273 b,4.631296,0.0549,70.55790635,11.09689089,1.06,5690,1211,0.055,Transit
TOI-4515 b,15.266446,0.118,637,12.17,0.949,5433,705,0.461,Transit
HD 77946 b,6.527363,0.073,10.9,2.89646124,1.1973,6007,1128.86,0.211,Transit
TOI-4438 b,7.44628,0.0534,5.4,2.52,0.368,3422,435,0.14,Transit
NGTS-30 b,98.29838,0.408,305.11527072,10.40193409,0.94,5455,500,0.294,Transit
TOI-771 b,2.3260155,0.0208,2.47,1.36,0.22,3370,543,0.055,Transit
KOI-2513.01,19.00547,0.5,7310.053361,2.80224517,0.91,5900,NA,0.36,Transit
TOI-4336 A b,16.336351,0.0849,3.33,2.137,0.306,3307,309.4,0,Transit
TIC 139270665 b,23.624,0.163,147.15455244,7.22979255,1.035,5844,703,0.105,Transit
TOI-815 b,11.197259,0.0903,7.6,2.94,0.776,4869,686,0.2,Transit
TOI-815 c,34.976145,0.193,23.5,2.62,0.776,4869,469,0.22,Transit
TOI-5720 b,1.4344555,0.018288,4.3,1.09,0.383,3325,708,NA,Transit
TOI-6008 b,0.8574347,0.010777,4,1.03,0.23,3075,707,NA,Transit
TOI-2015 b,3.348237,0.029322,9.2,3.309,0.3041,3297,530.9,0.0789,Transit
TOI-1450 A b,2.0439274,NA,1.258,1.13,0.48,3437,722,NA,Transit
